 хромосом амниотической жидкости;R89.8;20571
10030167;Мацерация плода;P95;30218
10030168;Мацерация плода, причина не установлена;P95;30219
10030169;Мая аномалия;D72.0;30220
10030170;Мая синдром;D72.0;30221
10030171;Мая-Хегглина аномалия;D72.0;30222
10030172;Мая-Хегглина синдром;D72.0;30223
10030173;Мгновенная смерть;R96.0;30224
10030174;Меатит уретральный;N34.2;30225
10030175;Мебиуса болезнь;G43.8;30226
10030176;Мебиуса синдром;Q87.0;30227
10030177;Мебиуса синдром врожденного паралича глазодвигательного и лицевого нервов;Q87.0;30228
10030178;Мебиуса синдром врожденного паралича глазодвигательного и лицевого нервов с другими аномалиями;Q87.0;30229
